timestamp	to_transcript	from_name	chars
2026-08-25T10:14:05.392Z	d5d08b35-a434-4d40-acb6-aca142548fec	coder	3946
2026-09-04T02:35:38.463Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3358
2026-09-04T02:40:53.566Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3681
2026-09-04T02:59:50.140Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3746
2026-09-04T08:35:46.325Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3562
2026-09-04T08:56:04.037Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3555
2026-09-04T09:14:04.445Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3908
2026-09-04T09:24:18.564Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3809
2026-09-04T09:35:09.448Z	dc99dfe7-5877-4f46-bf5a-4b3bb7e22033	planner	3802
2026-08-25T22:56:39.741Z	ddce3a14-ebce-44a3-947d-86de8c0fdc43	planner	6389
2026-08-25T22:58:21.538Z	ddce3a14-ebce-44a3-947d-86de8c0fdc43	coder	3798
2026-08-26T11:10:58.145Z	ecb5e5e7-d60d-430f-a6ed-bb2fb87ea411	planner	4334
2026-09-03T10:32:34.698Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	?	21923
2026-09-03T12:05:34.982Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	?	19363
2026-09-03T12:10:06.054Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	4967
2026-09-03T12:11:35.185Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	2588
2026-09-03T12:17:15.840Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	2131
2026-09-03T12:19:37.465Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	2613
2026-09-03T12:23:25.367Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	2483
2026-09-03T12:24:10.884Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	1959
2026-09-03T12:27:52.194Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	3089
2026-09-03T13:05:11.770Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	?	21203
2026-09-03T13:07:48.862Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	3073
2026-09-03T14:08:55.756Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	?	22372
2026-09-03T15:23:02.444Z	f0029e6c-80fd-4b6b-bc22-4f2c4b301683	planner	3827
2026-08-08T05:00:39.383Z	0f6af4b9-0d87-4b99-a85a-fa20cb691540	auto-context-management-investigation	1240
